id,protein,gene_symbols
868,A0A1W2PS85;Q59FZ7;R4GMW8;P28715;B4DGQ2;A0A090HNM7;B4DSI5;A0A494C0S2,BIVM-ERCC5;ERCC5;ERCC5-201
869,Q96G15;Q71U35;A0A1X7SBS4;Q99594,TEAD3
870,A0A220T1R9;Q86XL3,ANKLE2
871,A0A223PQH6;P51610;A6NEM2,HCFC1
872,O43175;A0A2C9F2M7;A0A286YF22;V9HW79;B3KSC3;A0A286YFA2;A0A286YFL2;Q9UMY2;A0A286YFM8;Q8N5M8,PHGDH;HEL-S-113;PGDH3
873,B7ZM73;A0A286YFF8;Q7Z3U7,MON2
874,A0A2P9DU05;O75116;E9PF63;Q14DU5;B4DRJ9,ROCK2
875,A0A2Q2TH77;Q08379,GOLGA2
876,Q5SWX3;Q13555;A0A2Q3DQE3;A8K6N9;Q8WU40;B3KY86;Q53H78;D3DVK8;Q13554;H7BXS4;B3KTH7;H0Y6G2;B7Z1Z6;A4D2J9,CAMK2G;CAMK2B
877,Q9HBL0;A0A2R8Y4T1;A0A494C067;B2RU35;E9PF55;E9PGF5;Q0VG54;A1L0S7;Q0VG55;A0A087WWW7;H0Y4U1;Q59G71;Q6PJM3,TNS1
878,B4E3T6;A0A2R8Y4W2;A0A2R8YE63;Q12929;F5H3Q6;F5H0R8,EPS8
879,Q3V6T2;A0A2U3TZV9;D6W5D1;A0A2R8YG73;A0A2R8Y4W8;A0A2R8Y4X4;A0A2R8Y885;A0A2R8Y7D4;A0A2R8YGU1;A0A2R8YCU9;H7C2C6;H0Y7U8;A0A2R8Y820;A0A2R8YDS8;A0A2R8Y7B1;H0Y470;Q9ULK8,CCDC88A;KIAA1212
880,A0A2R8Y595;A0A2R8YFL0;P49711,CTCF
881,P68400;B2R6D7;Q5U5J2;E7EU96;A0A2R8YD58;A0A2R8YF43;A0A2R8Y5A0;A0A2R8Y4H0;B5BUH5;Q2I0Y7;A0A2R8Y4D6;V9GYA2;Q8NEV1;A0A2R8YEW1;A0A2R8YDY7,CSNK2A1;CSNK2A3
882,B3KT59;H0YH87;A0A2R8Y7P6;A0A2R8YDM9;F8VQP2;F8WB06;Q2M2R5;V9GY86;A0A2R8Y7E6;A0A2R8Y5A6;Q99700;F8VRK6,ATXN2
883,B3KY47;A0A2R8Y5P9;Q8TF72;Q6ZVL3;B4E244,SHROOM3
884,Q15813;A0A2R8Y5Q8;A0A2R8YHI9;A0A2R8Y7E7;A0A2U3TZJ6;A0A2R8YER9;A0A2R8YFL4;A0A2R8Y809;A0A2R8Y4V6;A0A2R8Y784;A0A2R8Y4P2;A0A2R8YFM3;A0A2R8Y787;A0A2R8Y5H6;A0A2R8Y6Q1,TBCE
885,B0YJ88;A0A2R8Y5S7;P35241;A0A2R8Y7M3;Q05CU6;Q6PKD3;B7Z2S7,RDX
886,A0A2R8Y6J3;B3KTM6;A2RUM7;Q59GX9;P46777,RPL5
887,G3V1S1;B3KTH1;B3KRG2;A8K359;A0A2R8Y6W8;P19447;Q53HW5,ERCC3
888,Q9P2R7;A0A2R8Y6Y7;Q6N0B1;E5KS55;E5KS60;A0A2R8YDQ9;B4DRV2;B7ZAF6;Q7Z503;A0A0U1RQL1;A0A0U1RQF8;A0A0S2Z511;Q5T9Q5;B7Z9S6;A0A2R8Y6E6;A0A2R8Y5P6;Q9Y4T0;B4DY87,SUCLA2;DKFZp686D0880;DKFZp564P2062
889,E7ETD6;E9PE19;A0A2R8Y7Q1;Q12830;F5GXF5,BPTF
890,P62263;A0A2R8Y811;E5RH77,RPS14
891,Q5TBB1;A0A2R8YCX2;A0A2R8YGP2;A0A2R8Y7R8;Q8N451;A0A2R8Y6Y1;A0A2R8Y6Q6;A0A2R8YCJ4;A0A087WZJ6;A0A2R8Y761;A0A087WXR7;A0A2R8YEH2;A0A2R8Y4S2;A0A2R8Y687;A0A2R8Y6M7;A0A2R8Y883;A0A2R8YCP1;A0A2R8Y459;A0A2R8Y7Q3;A0A2R8YE60;A0A2R8YEC1;A0A2R8YEU9;A0A2R8YEB4,RNASEH2B
892,A0A2R8YD63;Q92547;A7E2X7;A0AV47,TOPBP1
893,A0A2R8YD85;Q96BY6,DOCK10
894,O60313;E5KLL9;E5KLM1;E5KLM0;C9JMB8;A0A2R8YDM2;A0A2R8YE78;E5KLM2;A0A2R8Y3X5;E5KLJ9;E5KLK0;A0A2R8YGE5;A0A2R8YD53;A0A2R8YFD1;A0A2R8Y4Q3,OPA1
895,A8YXX4;A0A2R8YDT1;P15104;A1L199;B4DWM6,PIG59;GLUL
896,D6RHI7;D6RG18;Q59FW7;A8K6Q5;A0A2R8YEM2;P51946,CCNH
897,H3BMM5;A0A2R8YF87;Q96AX1;Q9H6C4;B2RDH6,VPS33A
898,A0A2R8YFA9;O94851,MICAL2
899,B4DRA5;A0A2R8YFH5;Q15437;B4DJW8;Q5QPE2,SEC23B
900,Q5VWN6;A0A2R8YH03,FAM208B
901,A0A2S1ZR87;Q96SB8;A0A2S1ZR79;C9JMN1;A0A0A0MRY1,SMC6
902,A0A2X0SF71;Q68EM7;C9IZD3;B4DWE9;I3L4P6,ARHGAP17
903,Q7Z6B7;A0A2X0SFI2;B7Z3G4;O75044;B7ZM87;G5EA48;A0A1S5UZH8;A0A075B7B5,SRGAP1;SRGAP2
904,A0A2X0SFK9;Q6P4F7;H3BR51,ARHGAP11A
905,M0QXZ8;O60432;B2RD93;A0A2X0SFL9;Q6ZW31;M0R101,SYDE1
906,Q9NRY4;A0A2X0SFV3;A2RRE5,ARHGAP35;GRLF1
907,A0A2X0TVY0;C9JME2;Q9Y4F1;M0QYB0;A0A1B0GV68,FARP1
908,Q504W7;A0A2X0TVZ9;Q01968;A0A2R8YCN4;A0A2R8YG38,OCRL
909,A0A2Z2E9D2;Q6ZRQ5;E2QRD4,MMS22L
910,A0A2Z6ATB6;Q16643;D6R9W4;B3KSQ7,DBN1
911,B4DVR0;D3DQT1;A0A348GSH8;D3DQT0;A8K319;Q8IYM9;C9JWC5;B4DQA9;B4DQS5;C9JIU5,TRIM22
912,A0A384DVU0;Q8IY17,PNPLA6
913,B8ZZU8;A0A384MDL3;Q15370;A0A0B4J296;I3L0M9,TCEB2
914,A0A384MDM5;O95551;X6R5A3,TDP2
915,A0A384MDP3;P12110,COL6A2
916,Q58F09;A0A384MDR6;Q13724;A0A3B3IRK6;C9J8D4;A8K9K4;A0A3B3IRW2;A0A3B3IS52,GCS1;MOGS
917,A0A384MDT2;P55795;B4DFK9;B4DP00,HNRNPH2
918,A0A384MDU2;A0A087WTA8;A0A0S2Z3H5;P08123,COL1A2
919,A0A384MDU9;V9HW58;Q53H88;Q13561;A8K8J9;B3KTX4;H0YI98;F8W1I6;F8VW18,HEL-S-77;DCTN2
920,P51812;A0A384MDW3;B7ZB17;B4DG22;B4DKZ2;B1AXG1,RPS6KA3
921,A0A384MDW7;P30084,ECHS1
922,P35221;A0A384MDY0;B4E2G8;B4DU00;B4DKT9;G3XAM7;B3KSR8,CTNNA1
923,A8K1E1;A0A384MDZ1;P20585,MSH3
924,A0A384ME16;Q6ICN0;B3KR50;B0LPF3;P62993;J3KT38,GRB2
925,P49411;A0A384ME17,TUFM
926,H7BZW6;A0A384ME24;O00422;U3KPY7,SAP18
927,A0A384ME37;P40429;Q9BSQ6;Q53H34;Q5QTS3;M0QYS1;Q8J015;Q0VGL3,RPL13A;RPL13a
928,A0A384ME54;O94905;E5RHW4,ERLIN2
929,A8K6K2;A0A384MED8;P49902;Q5JUV4;B3KXN5,NT5C2
930,A0A384MEG1;Q16658;B3KTA3,FSCN1
931,P31943;G8JLB6;A0A384MEJ3;E9PCY7;D6RBM0;H0YB39;D6RIU0,HNRNPH1
932,A0A384MQX1;P02545;W8QEH3;Q5I6Y5;Q3BDU5;Q8N519;Q5TCI8,LMNA
933,A0A384MQX5;Q9UBV8,PEF1
934,Q5JPE4;A0A384MR19;F8VXU5;Q9UBQ0,DKFZp667O202;VPS29
935,A0A384MR27;P09382,LGALS1
936,A0A384MR33;Q14683;G8JLG1;Q6P2R1;A8K7A6;Q6MZR8,SMC1A;DKFZp686L19178
937,B1AK87;B2R7T8;A0A384MR50;B1AK88;B4DWA6;P47756;B1AK85,CAPZB
938,I3L0N3;B7Z5J7;A0A384MTI6;P46459;B4DGR3;B7Z9U2;B4DH19;B4DSK5,NSF
939,Q53G42;A0A384MTI8;Q96C86;A0A3B3ITF0,DCPS
940,A0A384MTL2;P37802;X6RJP6,TAGLN2
941,P23526;A0A384MTQ3;Q1RMG2,AHCY
942,B2R694;A0A384MTQ5;P48449;A0A0G2JQD0;C9J315,LSS
943,B2R7G4;A0A384MTQ8;P32780;B4DSG6,GTF2H1
944,A0A384MTR2;P30048;Q53HC2,PRDX3
945,B5BUB1;A0A384MTR5;Q9Y265;E7ETR0;B3KRS7,RUVBL1
946,A0A384MTS1;Q96BP3;F5H7P7;B4DT22;B4DP34;D6R9Q1,PPWD1
947,Q14019;A0A384MTY2;H3BT58,COTL1
948,Q86VG2;A0A384N5Z8;P23246;Q9BSV4;Q6PIX2,SFPQ
949,A0A384N605;Q5M7Z5;U3KQ56;Q9UBQ7,GRHPR
950,A0A384N6B9;Q15366;H3BRU6;F8VZX2;B4DRD7,PCBP2
951,H0Y4R1;A0A384N6C2;P12268;B7Z1G4;Q6QE17;E7ETK5,IMPDH2
952,A0A384N6G7;Q9UJ70;H7C3G9;C9JEV6;H7C286,NAGK
953,A0A384N6H1;P13639;Q8TA90;B4DPU3;Q6PK56,EEF2
954,A0A384NKW7;P55060;B4DM31;B4DUC5;B4DM67,CSE1L
955,P11413;A0A384NL00;A8K8D9;B4DYA7;Q2VF42;Q2Q9H2;E7EUI8;Q2Q9B7;A0A4P8W0G4;E7EM57;E9PD92;Q0PHS1,G6PD
956,A0A384NL22;P49720;A0A087WXQ8;A0A087WY10;A0A087WUL2,PSMB3
957,A0A384NL45;Q9NZ01;B3KM97;B3KSQ1;M0R2N5;M0R3C3,TECR
958,A0A384NL53;P16152;E9PQ63;A8MTM1,CBR1
959,A0A384NL63;P51991,HNRNPA3
960,A0A384NL74;P42696;A2A2V2,RBM34
961,Q6FHM4;A0A384NL93;P10606;Q6FHJ9,COX5B
962,Q03252;A0A384NPH0;A0A0A7M1X5,LMNB2
963,Q53FB6;A0A384NPN7;P05091;S4R3S4;B4YAH7,ALDH2
964,A0A384NPU5;Q15084,PDIA6
965,A0A384NPW1;P51858;B2RDE8;A8K8G0;B7Z958;B7Z525,HDGF
966,Q53SB5;Q45VM8;Q45VM7;Q45VM6;A5Z217;A0A384NPX1;P17661;Q9H319;L7RDA5;B4DUI0,tmp_locus_29;DES
967,Q14498;A0A384NQ03;B4DRA0;B4E1M7;Q68DD9;B3KWX7;B4DLM0;G3XAC6;Q6N037;E1P5S2;B7Z4L7;Q6MZY7;Q7Z3L0;H0Y4X3;A0A0U1RQH7,RBM39;DKFZp781C0423;DKFZp686A11192;RNPC2;DKFZp686C17209;DKFZp781I1140
968,B4DM97;A0A384NQ21;P61163;R4GMT0;B4DMT4;B4DXP9;A0A1B0GVS3,ACTR1A
969,Q6IBG1;A0A384NY64;P24844;Q71U02,MYL9
970,B2R761;A0A384NY87;P22307;B4E0J3;H0YF61,SCP2
971,P07437;Q5SU16;A0A384NYT8;Q5JP53;B7ZAF0;B4DY90;Q6LC01;Q5ST81;B7ZAK1;B4DQN9;B4E052;Q9BUU9;B4DMU8;B4DXZ5;Q96B85,TUBB
972,B7Z4V2;V9HW84;A0A384P5G6;P38646;Q8N1C8;B7Z1V7;B7Z4T3,HEL-S-124m;HSPA9
973,B4DY28;A0A384P5K2;P21291;Q9BTA4;Q6ZMS3;E9PND2;B4E2T4;E9PS42;Q6AI18;Q59EQ5;E9PP21;B3KVC9,CSRP1;DKFZp686M148
974,A0A384P5Q0;P04040;B4DWK8,CAT
975,D6RGI3;Q9NVA2;D6RER5;A0A384P5S0;D6RDU5;Q96KC0,SEPT11
976,H0YN26;Q6PKH8;Q08AJ6;A0A384P5U2;P39687;Q3KPI8,ANP32A
977,P16070;A0A385KNS5;A8K309;B4DN59;H0YD13;H0Y2P0;B4E2X0;H0YE40,CD44
978,P51587;A0A386IPJ4;A0A386IN23;A0A386IP96;A0A386IPV8;A1YBP1;A0A4P8DKU7;A0A386IPI4;A0A386IPV5;A0A4P8DL22;A0A386IQ54;A0A386IN22;A0A386IPY1;A0A386INM2;A0A386IP91,BRCA2
979,A0A3B3IRI2;P17812;B4DMB5;B4E1E0;A0A3B3IRQ8;A0A3B3ITF6;A0A3B3ITB8;B7Z9C4,CTPS1
980,C9J3L8;C9J5W0;B2R6N9;A0A3B3IRT8;E9PAL7;C9IZQ1;P43307,SSR1
981,A0A3B3IRW6;Q2KHR3;B3KWV1;H0YCQ7,QSER1
982,Q9UGL1;A0A3B3IS40;A0A3B3IT25;A0A3B3ITE7;A0A3B3ITA8;B3KV94;A0A3B3IS31;A0A3B3IT85;A0A3B3ITJ7;A0A3B3ISE6,KDM5B
983,A5PLL3;A5PKX7;A0A3B3IS53;A0A3F2YNX6;Q92794;C9JJY6;A0A3B3ISU5,MYST3;KAT6A
984,A0A3B3ISG5;P14735;B7Z7W6;B3KSB8;Q59GA5,IDE
985,Q96E14;A0A3B3ISX4,RMI2
986,A0A3B3IT82;B2RAN0;P54132;H0YNU5;B7ZKN7;B7Z2X2,BLM
987,A0A3B3ITJ4,A0A3B3ITJ4
988,B4DFP1;B7Z6C2;A0A3B3ITK7;P36871;B4DDQ8,PGM1
989,A0A3B3ITU7;Q9HB96,FANCE
990,Q9Y2W1;A0A3B3ITZ9,THRAP3
991,A0A3B3IUB1;Q13144;Q59HD8;A0A3B3ITG6,EIF2B5
992,Q9NR09;A0A3B3IUB9,BIRC6
993,A0A3B3IUD7;Q14690;B4DH82,PDCD11
994,A0A3F2YNW7;Q8NFD5;A0A1B0GWJ2;A0A1B0GTJ8;A0A1B0GVK1;H0Y7H8;A0A1B0GV63,ARID1B
995,A0A3F2YNX0;A0A3F2YNZ0;F1T0I1;O15027;A4QN19;A4QN18;X6RGP5;A0A0C4DH09,SEC16A
996,A0A3F2YNY6;O75400,PRPF40A
997,A0A3F2YNY7;P08397;F5H226;F5H345;A0A3B3IRR1;A0A0G2JQQ7;A0A3B3IU56;F5GY90;A0A1W2PNU5;A0A3B3IU34;F5H0P4,HMBS
998,Q99873;A0A3S6H812;A0A3S6H7E9;E9PKG1;A0A3S6H7X4;A0A3Q8AM27;Q5U8W9;A0A3Q8ATF5;A0A3Q8B022;A0A3S6H7G3;A0A3Q8APW9;A0A3Q8APX7;A0A3S6H7Z6;A0A3Q8AIR8;B4DJ87;E9PIX6;A0A3S6H7K8;A0A3Q8BCI7;E9PQ98;A0A3S6H942;A0A3S6H824;A0A3S6H7Y4;A0A3Q8B027;A0A3S6H765;A0A3S6H8A6;A0A3Q8APY3;A0A3S6H960;H0YDE4;A0A3Q8B4M4;A0A3Q8AIS2;A0A3S6H950;E9PNR9;A0A3Q8BCJ2,PRMT1;HRMT1L2
999,B3KMZ6;B2RDF5;A0A3R5W301;Q9UBT2;K7EPL2,UBA2
1000,P68871;D9YZU5;A0A481SHK9;C8C504;E9NGZ5;Q0Z944;Q4TZM4;B3VL05;Q3LR79;Q14473;B3VL86;Q52MT0;Q6V0K9;Q8IUL9;Q8IZI0;Q9UK54;Q9BWU5;A0A2R8Y7R2;Q9GZL9;Q9BWV6;Q4TWB7;A0N071;A0A1B4WRL5;Q3Y9I8;F8W6P5;E9M263;Q9UP81;A0A2S1CVU8;A9YUX2;D5FZW3;Q14484;Q9BXA2;Q6J1Z7;P02042;Q9UBV6;B5ANL9;B3VL31,HBB;HBD
1001,A0A494C0X2;A0A494C167;A0A494C148;A0A494C045;Q9UHD2;B4E164;A0A494C0R4;A0A494C0A8;A0A494C1M6;A0A494C079,TBK1
1002,A0A494C050;Q8N5F7,NKAP
1003,A0A494C0D1;B7Z438;Q6IAL5;B2R8A1;A8K4W7;P53597,SUCLG1
1004,A8K9K8;A0A494C0G7;Q9UNQ2;A0A0C4DGB1;B4DRY2,DIMT1
1005,A0A494C0H4;Q17R98;G5E9Z1,ZNF827
1006,A0A494C0J7;Q08188;B4DQ50,TGM3
1007,I3L2B0;A0A494C0R8;K7EIG1;O75153,CLUH
1008,O95453;A0A494C0W0;A0A494C0K5;A0A494C1N1;A0A494C0Q2;A0A494C1K5;A0A494BZW7;A0A494C0Q6;A0A494C0P9;A0A494BZU6;A0A494C156;A0A494C1G3;H3BRK1;B3KN69;A0A494C002,PARN
1009,A0A494C0X0;Q99426;K7EP07;K7EK42,TBCB
1010,A0A494C100;Q9UJA3;Q6ZMK4;A0A0S2Z5Q9;A0A0S2Z618,MCM8;FLJ00323
1011,A0A494C143;Q14689;Q96NX2;Q8N7L2;Q9P265,DIP2A;DIP2B
1012,B2RMV2;A0A494C1J1;Q69YQ0;F8WAN1;Q59GT7;C9J8U1,CYTSA;SPECC1L;SPECC1L-ADORA2A
1013,A0A494C1M4;B4DTU7;Q3SY69,ALDH1L2
1014,A0A499FI31;Q15020;F8VV04;B4DRG9;B4E3R6,SART3
1015,A0A499FIX8;H7BXI1;A0A087WXU3;A0FGR8,ESYT2
1016,A0A499FIZ0;Q9H7D7;B4DRF0,WDR26
1017,Q8TCD0;A0A4P8J2G1;Q6GMX0;Q6P5S8;Q6PIL8;Q7Z3Y4;V9HW34;Q6PJF2;Q5EFE6;Q0KKI6;A0A4P8J4D6;P01834;P0DOX7,IGK@;HEL-213;IGKC
1018,A0AV58;Q13033,STRN3
1019,Q53F80;B2RAM8;A0AVN2;Q99728;B4DX74;A0A087X2H0;F6MDI1;F6MDI0;C9IYG1,BARD1
1020,A0JLQ2;E7ERX9;D3DSU3;Q9NQT8,KIF13B
1021,A0JLU2;B4DYG2;A8K5A6;O43683,BUB1
1022,A0JP11;B2RAJ6;Q99570,PIK3R4
1023,A0M8W4;I3L0A0;Q15819;Q13404;A0A0A0MSL3;G3V2F7;G3V113;H0YBP9,UBE2V2;TMEM189-UBE2V1;UBE2V1
1024,A0MNN4;Q2TAY7,SMU1
1025,A0MNP2;Q96DI7;B2R9I9,WDR57;SNRNP40
1026,A0PJ52;Q6AZE0;Q6PIJ6,FBXO38
1027,E7EPB3;A0PJ62;B7Z6S8;A8K7N0;Q6IPH7;P50914;A8K3Q9,RPL14
1028,Q86X80;A0PJJ5;Q0D2M6;V9HWK0;O76094;Q71V07;D6RDY6;R4GNC1,SRP72;HEL103
1029,A1L3Z9;Q2TAL8;Q9NXG9;Q9H9Z1,QRICH1
1030,P45983;A1L4K2;B5BUB8;P53779;A0A286YFC0;A0A286YF35;A0A286YF19;D7R526;D7R527;A0A286YEQ0;A0A286YFI3;D6RJF9;A0A286YEQ7;A0A286YEX7;A0A286YFJ6;A8MWW6;A0A286YFB6;A0A1P0B7D2;B5BUJ7;A0A286YFJ4;A0A286YFD7;A0A286YES9;A0A286YEN5;A0A286YF85;A0A286YF97;A0A286YFA6;A0A286YF62;A0A286YFM6;A0A286YFN2;D7R525;D6RCB1;P45984;A0A286YEW9;A0A286YEV3;J3KNK1;A0A286YEY0;A0A3B3IRW7;C9J762;A0A286YF83,MAPK8;MAPK10;MAPK9
1031,A1X283,SH3PXD2B
1032,A2A2Q9;Q9Y312,AAR2
1033,B4DWT9;A2A376;B3KWW1;O95786;B3KN51,DDX58
1034,Q96DV6;A2A3R6;P62753,RPS6
1035,A2NFR5;Q6ZWH1;Q9NXR7;F8W733,Hin-3;BRE
1036,A2NX49,A2NX49
1037,A2RRC9;F2Z2E2;Q86VI3,IQGAP3
1038,A2RRP1;G1UI26;H0Y5G7,NBAS
1039,B4DHJ4;A2RU29;Q4VBZ9;Q14149,MORC3
1040,A2VCK8;P62328;Q0P5T0;Q0P5U7;Q0P5Q0;Q0P5P4;Q0P5N8,TMSB4X
1041,Q6NUN2;A3F769;A3F768;O15226;A2I829,NKRF;NRF
1042,A3KFJ0;O14965;Q5QPD4;B2R6Z3;B4DX16;A3KFJ1,AURKA
1043,A3KFL2;Q13868;A3KFL5;B4E001;A3KFL1,EXOSC2
1044,A3KN83,SBNO1
1045,A3R0T8;P10412;Q4VB24;B2R984;A3R0T7,HIST1H1E
1046,A3RJH1;Q92499;F1T0B3;A0A087X2G1;B4DP70,DDX1
1047,Q53FC8;A8K8C0;A4D0P7;O43913;Q9UDM8,ORC5L;ORC5
1048,Q53GU1;B2RDR4;A4D0U5;Q9UGI8;E0X098;F8W7T0,TES
1049,Q53GE2;Q53GC7;A4D0V4;P47755;C9JUG7;F8W9N7;B4DE01,CAPZA2
1050,A4D0W0;O95777;F2Z2Y6;C9JIZ0;C9JNV3,LSM8
1051,P35244;A4D105;B5MC59,RPA3
1052,A4D177;Q13185;S4R2Y4,CBX3
1053,B7Z577;B7Z5J4;A4D1M3;Q9UI42,CPA4
1054,A4D1N4;C9JRZ6;F8WAR4;Q9NX63;B7Z1X9,CHCHD3
1055,Q567R6;A4D1U3;Q04837;C9K0U8;A0A0G2JLD8;E7EUY5;B7Z268,SSBP1
1056,Q15113;A4D2D2;B4DPJ4,PCOLCE
1057,Q9UES0;A4D2J0;O15498;B5BU81,YKT6
1058,A4D2P1;A4D2P0;P63000;A4D2P2;A0A024R9T5,RAC1;hCG_20693
1059,A4LAA3;P46100;B4DHH8,ATRX
1060,B4DFY5;A4QPA9;Q02750,MAP2K1
1061,A4VCI1;Q96NY3;Q96KC8,DNAJC1
1062,A4ZI32;Q0VG06;A0A024R8W1,FAAP100;C17orf70
1063,Q1XBU8;A4ZVS8;O75925;A4ZVS7,PIAS1
1064,A5D8W6;B3KTM8;Q9UBU8;H0YLJ3;H0YMJ0;Q0VAE4;H0YM21,MORF4L1
1065,A5PKX5;Q16706,MAN2A1
1066,D6RIY6;A5PLM5;Q06265;B4DXG8;D6R905,EXOSC9
1067,A5YKK6,CNOT1
1068,Q5SW79;B2RTS4;A6H8X9;H0Y2V6;B4DL23,CEP170
1069,B1AK81;A6NEM5;Q92643,PIGK
1070,A6NF51;V9HWF9;O95861;F8VVW8;F8VZG4;F8W1J0,BPNT1;HEL20
1071,A6NFX8;Q9UKK9,NUDT5
1072,A6NHB5;Q14202;A6NHN7,ZMYM3
1073,A6NHR9;J3KTL8,SMCHD1
1074,A6NJA2;B2RD79;P54578;D3DUG9;B3KTG4,USP14
1075,A6NKB8;Q7RU04;Q9H4A4,RNPEP
1076,P09884;A6NMQ1;A0A087WU64,POLA1
1077,A7BI36;Q9P2E9,RRBP1
1078,A7E2F7;A0A140VJG6;Q9UDT6,CLIP2
1079,A7MCZ7,UNC84A
1080,A8CG34;B4DET5,POM121C
1081,Q8IYS3;Q53FW7;B2R8X4;A8IE48;Q06546,GABPA
1082,A8K031;O14777;Q05DQ6,KNTC2;NDC80
1083,G3XAN4;Q6FHU7;Q6FHL3;A8K032;Q15629,TRAM1
1084,A8K0P8;Q68CQ4,DIEXF
1085,Q0IIN7;Q569F6;A8K0W8;Q59EE8;Q9Y6Q9;B4DYT5,NCOA3
1086,A8K132;O94925;Q53TX0,GLS
1087,A8K171;P48552,NRIP1
1088,A8K1D3;O60934;A6H8Y5;A0A0C4DG07;A0PJ71,NBN
1089,Q9UG64;B3KQ85;B4DM90;Q96CP5;B3KM34;A8K1E9;G3V0E4;O75439,DKFZp586I1223;PMPCB
1090,A8K1M4;Q9H081,MIS12
1091,B4DEG9;H7C179;B4DN43;B5MCW3;H7C127;B2R5V7;A8K1N6;Q9H0E9;H7C128;H7C2P4,BRD8
1092,G3V167;A8K214;Q9UGN5;B4DV82,PARP2
1093,A8K245;Q99986;H0YJ50,VRK1
1094,B2RCW4;A8K251;Q9HC78,ZBTB20
1095,A8K2F4;Q96JM7,L3MBTL3
1096,A8K2M0;P43686,PSMC4
1097,E7BSV0;P00533;Q2TTR7;A8K2T7;A9CB80;Q504U8;F2YGG7;E9PFD7;B7Z2I3;Q59FL8;Q68GS6,EGFR
1098,A8K2U0;B3KVV6;Q6ZWK7,A2ML1
1099,Q7KZX8;B2RCT6;A8K2W7;P15170;H3BR35;B4DQM6;Q8IYD1,GSPT1;GSPT2
1100,A8K322;Q9Y620;Q9UF71;A0A087X0H2,RAD54B;DKFZp434J1672
1101,B7ZLP5;A8K329;Q15424;B7Z2Z1;B7Z5X3;B7Z1C7;B7Z2F6;B7Z959,SAFB
1102,A8K330;Q8IWA0,WDR75
1103,Q92820;A8K335,GGH
1104,B5BU52;B2R6Q4;A8K3B6;P41240;B4DP99;Q53EL3;B4DMZ0,CSK
1105,A8K3C3;P50991;B7Z9L0;B7Z2Z8;B7Z2F4,CCT4
1106,A8K3C5;J3KPP4;O95232;Q6PKC2;Q86Y74;B4DJ96;D6RDI2,LUC7L3;CROP
1107,A8K3D0;Q3LIE9;Q8TC62;Q16181;E7EPK1;E7ES33;A4GYY8;B4DUD6;G3V1Q4;B4DNE4;A0A024RA87;A0A023T695;Q59EY4;B4DPQ6,Nbla02942;SEPT7;DKFZp686F17268
1108,B7Z1Q8;B3KMB9;A8K3E7;Q8NEU8,APPL2
1109,P18031;A8K3M3;B4DSN5,PTPN1
1110,K7EQG9;A8K3N4;Q59F91;P17706;D3DUJ3,PTPN2
1111,A8K4B1;A8K3Q8;O75635;Q6MZG5,SERPINB7;DKFZp686D06190
1112,A8K3R2;Q14137;B4DEN9;B2RDN4;Q4G0D9;Q6DKJ9,BOP1
1113,Q6LES9;A8K3S0;Q59GW7;P40937;A8K4Z2,RFC5
1114,Q5JW57;Q5JW53;Q5JW54;Q4G1A1;A8K3X3;Q9H410,DSN1
1115,A8K3Y5;Q9NX58,LYAR
1116,A8K3Y8;Q9Y316;A0A1S5UZ25;Q2VIM3,MEMO1
1117,A8K3Z5;Q8NFH5;C9IYQ7;F8WCF5;F8WEL4;A8K0N6,NUP35
1118,Q6PUJ7;Q6FHP5;A8K401;P35232;Q53FV0;C9JW96;C9JZ20;E7ESE2;E9PCW0,HEL-S-54e;PHB
1119,P62937;A8K486;V9HWF5;B2RE56;B4DM82;C9J5S7;F8WE65,PPIA;HEL-S-69p
1120,A8K492;P56192;B4DF61;B4E0E9,MARS
1121,Q6NZ55;A8K4C8;P26373;J3QSB4,RPL13
1122,A8K4H1;Q8TBR3;Q6IBQ5;H3BPE7;P35637;Q59H57;B4DR70;Q13344;Q70T18,FUS
1123,Q53HG5;A8K4K9;Q15006,EMC2
1124,A8K4M5;O60563,CCNT1
1125,A8K4P8;Q14146;Q6PCC8,URB2
1126,A8K4T6;Q16401,PSMD5
1127,B4DRG7;E9PHA2;A8K4T8;Q15003;C9J470,NCAPH
1128,A8K4T9;Q53GL6;Q5QPL9;Q9UKM9;Q5QPM1;Q5QPM0;B4DSJ1;Q5QPM2,RALY
1129,Q59GW6;A8K4W5;Q9BWD1,ACAT2
1130,A8K4Z6;Q9BRD0,BUD13
1131,H3BQQ9;A8K503;Q7KZS0;B0QYN7;P63279;H3BPC4,UBE2I
1132,A8K513;Q8WVK2,hCG_1994066;SNRNP27
1133,A8K517;P62266;D6RD47,RPS23
1134,A8K548;Q8IZL8;C9JFV4;B4DR36;E7EV54;B4DEX7;O15451,PELP1
1135,Q59GY3;A8K588;Q13247;V9HVZ0;B5BU15,SRSF6;HEL-S-91;SFRS6
1136,Q9P0V3;A8K594,SH3BP4
1137,Q2TSD2;A8K5C4;Q01085;O15187;B4DHS3;Q59G49;Q49AS9,TIAL1
1138,A8K5H6;Q9UQ84;A0A024R3V2,EXO1
1139,A8K5H7;Q96I63;Q96TA2;Q9Y2Q2;Q9NQ51,YME1L1;FTSH
1140,B0AZN7;A8K5N5;P22735;B0AZM8;B4DRV1,TGM1
1141,A8K5Q1;Q7L2J0,MEPCE
