Protein IDs	Majority protein IDs	Protein names	Gene names	Reporter intensity corrected 1 SB45-LI	Reporter intensity corrected 2 SB45-LI	Reporter intensity corrected 3 SB45-LI	Reporter intensity corrected 4 SB45-LI	Reporter intensity corrected 5 SB45-LI	Reporter intensity corrected 6 SB45-LI	Reporter intensity corrected 7 SB45-LI	Reporter intensity corrected 8 SB45-LI	Reporter intensity corrected 9 SB45-LI	Reporter intensity corrected 10 SB45-LI	Reporter intensity corrected 1 SB46-LI	Reporter intensity corrected 2 SB46-LI	Reporter intensity corrected 3 SB46-LI	Reporter intensity corrected 4 SB46-LI	Reporter intensity corrected 5 SB46-LI	Reporter intensity corrected 6 SB46-LI	Reporter intensity corrected 7 SB46-LI	Reporter intensity corrected 8 SB46-LI	Reporter intensity corrected 9 SB46-LI	Reporter intensity corrected 10 SB46-LI	Reporter intensity corrected 1 SB47-LI	Reporter intensity corrected 2 SB47-LI	Reporter intensity corrected 3 SB47-LI	Reporter intensity corrected 4 SB47-LI	Reporter intensity corrected 5 SB47-LI	Reporter intensity corrected 6 SB47-LI	Reporter intensity corrected 7 SB47-LI	Reporter intensity corrected 8 SB47-LI	Reporter intensity corrected 9 SB47-LI	Reporter intensity corrected 10 SB47-LI	Intensity SB45-LI	Intensity SB46-LI	Intensity SB47-LI
B4DP77;A0A024RD03;P82664;Q9BZS5	B4DP77;A0A024RD03;P82664;Q9BZS5	"28S ribosomal protein S10, mitochondrial"	MRPS10	229410	163700	58461	151280	89026	49409	219450	210030	200100	212120	476720	628310	533610	539640	523580	368630	437470	522720	289860	709030	167320	161170	199000	145580	261740	144940	181470	159830	150090	231060	67944000	318590000	91129000
Q53FX9;P82912;Q53GJ8;H0YL99;Q96Q62	Q53FX9;P82912;Q53GJ8;H0YL99	"28S ribosomal protein S11, mitochondrial"	MRPS11	248870	168110	90975	126730	110360	63698	190080	234710	235430	166530	729710	496740	594310	765780	623800	453790	729810	716720	524170	708220	315240	362230	317820	345250	203930	229890	266990	370440	279520	322780	112500000	254070000	163850000
A0A024R0H2;O15235	A0A024R0H2;O15235	"28S ribosomal protein S12, mitochondrial"	MRPS12	312900	206930	141810	181080	101370	113940	209700	262070	310710	186240	485710	343700	337550	603290	430670	389730	424780	479220	447660	518560	302500	244690	296510	323160	213460	193330	266920	350740	344090	316220	41853000	109970000	51527000
O60783;B2R4A5	O60783;B2R4A5	"28S ribosomal protein S14, mitochondrial"	MRPS14	55548	45969	8581.7	35599	8672.7	0	38752	44852	54298	85106	116840	126410	100210	107260	103300	83855	78494	128930	106220	151130	105600	154110	119810	174280	151280	82371	104830	167270	125290	130500	22860000	137780000	65125000
P82914;D3DPS9;B4DYW3;Q59EA6	P82914;D3DPS9	"28S ribosomal protein S15, mitochondrial"	MRPS15	308590	235180	127470	155780	147300	105800	243750	270790	312900	289980	800470	717680	518330	747690	770370	450350	711530	748680	547270	770120	240580	245890	229090	303640	220840	189540	238910	286250	272370	273660	133300000	708780000	153920000
Q9Y3D3;A6ND22	Q9Y3D3;A6ND22	"28S ribosomal protein S16, mitochondrial"	MRPS16	50069	35695	23108	28020	21742	18929	47115	40375	44785	50240	1035400	849770	765760	913770	962420	468620	751340	897110	664430	1098800	302150	316480	300570	365040	372730	230480	360110	266470	299170	400960	27646000	292880000	109400000
Q8IY71;I3L0E3;Q9Y2R5;E9PE17	Q8IY71;I3L0E3;Q9Y2R5;E9PE17	"28S ribosomal protein S17, mitochondrial"	MRPS17;hCG_1984214	431570	268380	179300	217510	184470	167620	401390	313690	441330	371330	752360	675280	574640	689960	628760	376100	552930	520380	436770	691710	587320	430320	377240	448450	523160	310120	335730	524790	423540	477550	70611000	165300000	123390000
Q9NVS2;Q5QPA5	Q9NVS2;Q5QPA5	"28S ribosomal protein S18a, mitochondrial"	MRPS18A	247270	168200	109140	174280	107280	81286	206600	182130	208000	211010	343690	222810	314210	267860	275130	172430	285380	234020	144030	248670	163820	143580	193470	179430	162650	167440	142880	190930	202740	165260	81407000	133650000	84820000
B0S7P4;A0A1U9X819;Q9Y676;A0A0G2JIC6;B4DFG6	B0S7P4;A0A1U9X819;Q9Y676;A0A0G2JIC6	"28S ribosomal protein S18b, mitochondrial"	MRPS18B	64717	55564	48313	41465	42548	38856	77688	53798	99495	75467	262840	189300	159020	247920	208440	108700	175750	217730	140740	220390	27483	29091	26433	33949	19349	14198	4231.9	42465	36580	20090	52585000	222160000	57099000
Q9Y399;A0A024R8D4;Q5T8A0	Q9Y399;A0A024R8D4;Q5T8A0	"28S ribosomal protein S2, mitochondrial"	MRPS2	202400	144690	80781	112360	95585	68831	184280	149240	206050	160310	224940	196640	152320	221890	175820	116060	208910	218530	164820	250420	70495	52113	59044	74770	65823	41800	56156	60587	52532	82227	51826000	154350000	83243000
G5E9W7;G5E9V5;P82650;Q8NBL6;Q59GX8;H7C5F2;H7C5H3;A8K9Y7;H7C5L9;Q96Q16;C9J5D8	G5E9W7;G5E9V5;P82650;Q8NBL6;Q59GX8	"28S ribosomal protein S22, mitochondrial"	MRPS22	563810	381060	224120	327390	286090	209330	440770	530490	502640	391410	868780	646150	629140	904100	785430	384160	703520	784510	711970	821660	654860	467510	478720	535710	483820	422730	425380	697400	533460	564400	294110000	667030000	414950000
Q9Y3D9;J3QLR8	Q9Y3D9;J3QLR8	"28S ribosomal protein S23, mitochondrial"	MRPS23	386060	299720	100160	186730	199820	140190	402040	296480	359560	335670	995420	909830	1060200	1064300	1010900	503340	906230	958380	483930	1137800	257500	284990	222510	260980	310200	227980	228040	236740	220410	329600	207640000	742110000	281050000
Q96EL2;F8VYR5	Q96EL2	"28S ribosomal protein S24, mitochondrial"	MRPS24	108140	95530	37324	62230	35592	46826	119480	95477	111030	105280	821320	370910	607790	794020	589700	429270	685980	597380	357670	513800	388440	383610	397040	395330	387640	325180	220860	323580	376000	235750	29012000	195130000	35081000
P82663;E7EPW2;Q96Q22	P82663;E7EPW2	"28S ribosomal protein S25, mitochondrial"	MRPS25	288720	239870	138210	213930	180300	127370	319070	266280	297200	294270	803570	504920	491260	665490	487640	349840	463380	512560	585240	530690	738100	654150	632720	705670	659290	541210	575520	793750	649070	906510	101800000	288420000	232630000
Q9BYN8	Q9BYN8	"28S ribosomal protein S26, mitochondrial"	MRPS26	41729	24753	21939	20135	17980	13411	42659	31773	28841	37159	62503	90248	71876	52604	70475	45778	63437	60997	56805	95342	34240	42737	28398	32000	32656	35046	31602	31399	23881	44158	15475000	31126000	18711000
G5EA06;B4DT94;A0A024RAJ1;Q92552;D6RH20;Q6PKB3;Q8N6F2;B4DKI9;D6RJC7;E5RJ73	G5EA06;B4DT94;A0A024RAJ1;Q92552;D6RH20;Q6PKB3;Q8N6F2;B4DKI9;D6RJC7	"28S ribosomal protein S27, mitochondrial"	MRPS27	847930	608820	447150	484800	395910	255230	855180	748030	906270	754020	2353700	1990900	2036100	2355400	2008600	1080500	1890800	2165100	1495200	2413000	879970	823240	900040	972140	1017600	783210	951250	926890	780730	1116100	235590000	719750000	393700000
A0A0S2Z5D2;A0A0S2Z563;A0A0S2Z5H0;Q9Y2Q9;Q53G62;E5RGC7;E5RFH3;H0YAT2;H7C5V3;E5RK86;E5RFT8;U3KQQ8;H0YC42;A5Y5A3	A0A0S2Z5D2;A0A0S2Z563;A0A0S2Z5H0;Q9Y2Q9;Q53G62;E5RGC7;E5RFH3;H0YAT2;H7C5V3;E5RK86	"28S ribosomal protein S28, mitochondrial"	MRPS28	434510	319000	197450	215030	170190	129670	359980	312250	422990	384290	1677000	1158200	1213600	1671700	1424700	877610	1319900	1484500	889520	1527000	644020	675670	628670	725530	646980	591230	616410	633590	591720	761010	112540000	426280000	275020000
P51398;V9GZ03;V9GYL9;V9GYJ9;V9GYA7;V9GZ61;V9GYC9;V9GYW1;V9GY11;V9GYF7;V9GYJ3;E2JL21;V9GYL4	P51398;V9GZ03;V9GYL9;V9GYJ9	"28S ribosomal protein S29, mitochondrial"	DAP3	451150	348370	200840	283420	210030	150530	429920	385010	475420	392070	2234000	1806500	1452100	2209800	1717200	1042700	1616000	1955000	1536500	2123200	761730	694170	785180	788770	826800	584680	652760	933020	798860	945280	297250000	1043600000	488040000
Q9BUN6;Q53H77;Q9NP92;Q53GN7	Q9BUN6;Q53H77;Q9NP92;Q53GN7	"28S ribosomal protein S30, mitochondrial"	MRPS30	334500	252010	186690	191000	156410	116490	260940	282810	307870	289420	742990	479730	470340	689520	618900	390580	508840	568410	429160	611920	327560	192720	309310	250600	272570	238350	247980	321190	240190	319110	99315000	272930000	179480000
Q92665	Q92665	"28S ribosomal protein S31, mitochondrial"	MRPS31	642880	355430	250820	344630	267180	193450	461230	520440	578400	442150	977890	640020	671180	843090	723370	620070	802360	842750	506790	755730	567350	459200	542810	486270	436600	352190	404160	547170	457940	422240	371110000	608130000	496740000
A4D1T3;Q3KRB4;Q9Y291;C9JBY7	A4D1T3;Q3KRB4;Q9Y291;C9JBY7	"28S ribosomal protein S33, mitochondrial"	MRPS33	91480	58015	32138	42790	30549	31867	70923	61853	79173	68680	374760	238250	291010	448710	313260	189420	319710	304680	267100	334670	171390	176590	180150	182970	166190	128210	144060	215280	218030	208750	38449000	241490000	75945000
P82930;C9JJ19;A4UCR9	P82930;C9JJ19;A4UCR9	"28S ribosomal protein S34, mitochondrial"	MRPS34	84470	29989	12592	27365	28454	15224	74012	56822	77762	65560	367060	313450	263340	470010	308440	202360	204730	300280	352240	393460	94426	84020	95694	92480	85062	80542	69669	80600	71615	110650	27333000	393870000	85568000
P82673;H0YG82;F5H612	P82673	"28S ribosomal protein S35, mitochondrial"	MRPS35	214880	132450	94982	123740	109800	84765	199670	170270	172560	140810	798010	466080	426910	606320	523540	284930	548610	541540	438170	622210	417560	303860	278800	403560	322950	222960	256890	378480	364830	356720	183080000	280790000	228280000
P82675;B4DIW8	P82675	"28S ribosomal protein S5, mitochondrial"	MRPS5	362220	251790	175880	220820	195690	128950	288710	372240	349020	298340	1140100	674410	732170	845490	725340	492040	811240	804530	472300	808420	875980	586600	743830	660600	538930	536130	531100	824660	696420	682770	150540000	434210000	265090000
A0A024R8L0;J3QLS3;Q9Y2R9;J3QQS1;J3KSI8;J3QKW2	A0A024R8L0;J3QLS3;Q9Y2R9;J3QQS1;J3KSI8;J3QKW2	"28S ribosomal protein S7, mitochondrial"	MRPS7	265440	201200	102330	163060	114340	94424	244290	246800	259120	254750	963370	643010	686790	937370	708250	496800	755570	746610	581860	875880	319500	395100	336960	463620	412070	297650	373790	304200	326420	456890	74932000	294370000	155960000
P82933;Q86WV4	P82933;Q86WV4	"28S ribosomal protein S9, mitochondrial"	MRPS9	589020	383150	215030	365370	275930	198160	602850	530420	529900	405100	1403300	981780	826850	1184700	875770	592290	1034900	1258600	688250	1135200	417100	233450	311500	385830	383450	228950	287920	500710	358830	471990	183550000	330480000	106510000
A0A024R355;Q8IV48;E5RIV7;B4DWF4	A0A024R355;Q8IV48	3-5 exoribonuclease 1	THEX1;ERI1	72567	54189	25561	37877	40725	29730	58675	68888	51182	45564	98169	49833	56898	68455	54605	35374	49858	54282	37443	58196	28546	28423	38100	28701	24155	41672	29725	40819	35951	48724	19046000	26017000	32479000
A0A024QYX0;Q15125;C9J719;C9JJ78;A0A494C0F3	A0A024QYX0;Q15125;C9J719;C9JJ78;A0A494C0F3	"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase"	EBP	203380	130170	59194	104310	115530	57597	159160	182290	179470	154630	268250	177400	111180	125900	155850	103920	148100	185290	95696	161130	233400	159750	118270	78711	160090	155260	79267	178510	156170	165450	25659000	23589000	23770000
B2R649;A8KA27;A0A024RAP2;P04035	B2R649;A8KA27;A0A024RAP2;P04035	3-hydroxy-3-methylglutaryl coenzyme A reductase;3-hydroxy-3-methylglutaryl-coenzyme A reductase	HMGCR	15286	4986.2	1773.1	4313.7	0	0	8180.5	15125	4789.4	5968.3	44591	9846.2	13545	9635.1	8518.5	13310	0	18346	9651.2	12205	5637.1	0	6287.8	9645.5	5832.7	3444.7	5443.3	6420.4	5936.7	2801.5	0	10701000	0
A0A0S2Z410;Q99714;Q5H928;A0A0S2Z434	A0A0S2Z410;Q99714;Q5H928;A0A0S2Z434	3-hydroxyacyl-CoA dehydrogenase type-2	HSD17B10	503110	307440	177830	243400	209620	208870	431140	425900	419930	322280	573370	337290	370030	476290	454720	321460	366070	456670	301350	457970	377110	269730	294460	276140	238530	159730	215780	402380	216260	312220	282820000	401020000	268640000
A0A024RDG9;Q9BUT1;D6RFG2;D6R9P2;D6R9U8;D6RIR6;B3KY19;A8K5M0;A0A024RDJ8;D6RBF6	A0A024RDG9;Q9BUT1;D6RFG2;D6R9P2;D6R9U8;D6RIR6;B3KY19;A8K5M0;A0A024RDJ8	3-hydroxybutyrate dehydrogenase type 2	BDH2;SLC9B2	22469	13297	7671.9	16565	17947	11594	12892	17500	13802	11766	157650	105950	129140	96717	98052	91149	124760	138890	77792	151130	128840	84998	91046	92775	80870	85982	72107	113160	76782	92066	9497100	35567000	26520000
P31937;A0A024RA75;H7BZL2	P31937;A0A024RA75	"3-hydroxyisobutyrate dehydrogenase, mitochondrial;3-hydroxyisobutyrate dehydrogenase"	HIBADH	98841	42611	34996	40741	52275	43748	72319	82629	97733	64030	177050	120240	109050	121290	131470	71207	125750	117480	110260	156740	133870	78537	120900	95995	79531	71880	82606	126870	92725	101160	23302000	58855000	26519000
B9A058;A0A140VJL0;Q6NVY1;H7C126;F8W8A6	B9A058;A0A140VJL0;Q6NVY1;H7C126;F8W8A6	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"	HIBCH	5120.3	9101.5	10263	13045	6634.2	10081	15737	12595	10322	8913	56863	59049	58240	53209	51833	17988	44953	54319	20668	58524	31896	23134	35962	34141	24201	22855	20470	17378	20484	28086	4825400	19697000	8363000
B2RB23;P42765;A0A0B4J2A4;B3KNP8;K7EME0;K7ER88;K7EJB1;K7EJ68	B2RB23;P42765;A0A0B4J2A4;B3KNP8;K7EME0	"3-ketoacyl-CoA thiolase, mitochondrial"	ACAA2	414710	274170	157320	294240	212380	116360	427640	379260	360120	282060	250460	170610	177430	190730	140200	154730	188530	254610	148610	128210	451430	301980	349160	393430	309810	254970	220920	423210	247660	315670	151270000	148400000	173990000
A0A024R2M6;P09110;C9JDE9;Q8NCW8;B4DEN6;H7C131;A0A140VJX0;H0Y4D4;B4DVF4;F2Z2Q6;F2Z3P7;B4E072;O43203	A0A024R2M6;P09110;C9JDE9;Q8NCW8;B4DEN6;H7C131;A0A140VJX0	"3-ketoacyl-CoA thiolase, peroxisomal"	ACAA1	294510	225040	157420	179110	152070	140870	235360	299510	245050	208200	956680	453040	508420	573370	545660	407440	662600	648540	416970	654060	537020	280470	415790	408440	301690	312130	337470	402190	296940	347530	215630000	463280000	300390000
K7ERC8;A0A024R292;Q06136;K7EQS7	K7ERC8;A0A024R292;Q06136;K7EQS7	3-ketodihydrosphingosine reductase	KDSR;FVT1	88499	89262	54949	60007	68787	76833	138120	103480	112270	102090	20042	15122	13036	11629	6928.7	13863	7373.9	14635	12089	14392	31577	24387	37763	27909	21048	26528	22261	34007	27594	27584	77054000	12542000	48361000
A0A140VJX3;P25325;Q2VEU1;B1AH49;Q59HD5;Q2VEU0	A0A140VJX3;P25325;Q2VEU1;B1AH49;Q59HD5	3-mercaptopyruvate sulfurtransferase;Sulfurtransferase	MPST	113940	78083	54871	73486	47523	40493	130850	100070	71844	92658	260450	169370	208620	161930	145830	143640	153340	201510	140900	176500	92158	69734	75857	91748	68029	75945	70744	118020	85686	85757	25481000	83489000	46307000
Q96LK9;P51857	Q96LK9;P51857	3-oxo-5-beta-steroid 4-dehydrogenase	AKR1D1	27860	23484	14319	13855	15253	11138	20807	26289	24634	17355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7244700	0	0
E9PER6;O15530;Q53HJ9;Q9UPJ8;Q6A1A2;Q9UPJ7;H3BQ10;B4DF26;H3BPW1	E9PER6;O15530;Q53HJ9;Q9UPJ8;Q6A1A2;Q9UPJ7	3-phosphoinositide-dependent protein kinase 1;Putative 3-phosphoinositide-dependent protein kinase 2	PDPK1;PkB-like 1;PDPK2P;PkB-like 2	249410	217530	127590	181160	175420	114270	278370	250620	199850	185480	366440	308620	287000	269120	297470	133430	331540	285290	160290	292230	322710	280350	278850	306670	279590	207420	245030	304590	278340	281380	92895000	249760000	176120000
V9HWF9;O95861;A6NF51;F8VZG4;F8W1J0;F8VVW8;B7Z9J7;F8VRY7	V9HWF9;O95861;A6NF51;F8VZG4;F8W1J0	"3(2),5-bisphosphate nucleotidase 1"	HEL20;BPNT1	208490	161310	99557	163180	98382	67097	220740	175860	182850	161720	478980	260890	302090	339800	235580	232460	297970	287930	192770	321650	422990	185680	233010	319860	220720	164080	215750	340630	224380	241210	62196000	96379000	63191000
Q9BYD6;A0PJ79;H0Y8N7	Q9BYD6;A0PJ79;H0Y8N7	"39S ribosomal protein L1, mitochondrial"	MRPL1	281300	174790	119830	156160	162210	127460	244980	231890	273620	212880	717110	427410	479600	581120	523170	371540	481130	617370	463240	614560	430230	336730	344930	408490	311910	245270	274950	400580	363290	345670	211660000	565390000	285140000
B4DEH0;Q7Z7H8	B4DEH0;Q7Z7H8	"39S ribosomal protein L10, mitochondrial"	MRPL10	93722	60503	34657	45887	25929	28444	80020	70084	105610	81098	363460	236860	242030	345360	284400	171480	241440	352310	93347	276120	0	17790	22440	0	15092	23427	23631	15751	12214	10934	34668000	170060000	21191000
Q9Y3B7;Q53G19;H0YCD5	Q9Y3B7;Q53G19	"39S ribosomal protein L11, mitochondrial"	MRPL11	260160	186470	71205	138480	100280	73146	264430	182430	239170	229570	411390	738590	427240	513030	475290	242180	385080	461750	365300	519570	258620	178880	248310	156850	288730	176180	210290	204470	190760	283260	70579000	199530000	66961000
Q96Q74;P52815	Q96Q74;P52815	"39S ribosomal protein L12, mitochondrial"	MRPL7/L12;MRPL12	0	0	0	0	0	0	0	0	0	0	300900	524080	369570	334250	273730	143740	202490	225450	270300	336810	246730	146650	262600	103450	286140	219890	188400	210180	144500	237000	0	148910000	64212000
Q9BYD1;E5RJI7;H0YAX3;E5RFI2	Q9BYD1;E5RJI7	"39S ribosomal protein L13, mitochondrial"	MRPL13	207380	116480	89971	95707	79344	62721	148070	175550	230020	186690	446150	465470	407310	489820	500370	286840	307890	457000	357420	513600	141850	105570	74753	104490	201390	119660	101930	113780	141980	159940	67381000	266140000	101740000
A0A024RD78;Q6P1L8	A0A024RD78;Q6P1L8	"39S ribosomal protein L14, mitochondrial"	MRPL14	193940	118380	66066	107090	92552	47270	168580	180170	181550	148850	484000	364690	241830	408670	269310	229020	275120	332950	231260	429200	163350	149500	131780	202360	200330	137440	165770	186210	162150	240300	56645000	207920000	88160000
B2R739;Q9P015;E5RIZ4;E5RHF4	B2R739;Q9P015;E5RIZ4;E5RHF4	"39S ribosomal protein L15, mitochondrial"	MRPL15	678450	456910	255640	448990	358470	294740	551010	615390	661790	516170	1135800	922150	806140	1383300	967340	567540	914940	1156200	650530	1186800	707480	687920	593000	731170	562140	552780	560680	766590	573140	578120	174810000	518050000	329940000
Q9NX20;E9PI14	Q9NX20	"39S ribosomal protein L16, mitochondrial"	MRPL16	714960	446230	296690	330730	326950	327120	547110	572430	649570	515840	518950	345390	355320	538210	382250	306570	368090	462230	297570	492630	201180	180110	159130	173570	157350	133310	123650	186150	132180	179500	104730000	231730000	94016000
E9PKV2;Q9NRX2	E9PKV2;Q9NRX2	"39S ribosomal protein L17, mitochondrial"	MRPL17	4144.2	5742	0	3361.5	0	0	0	0	7898.5	2877.2	82281	75750	45137	59242	70341	29773	46806	49668	68076	81057	13472	12669	6392	15544	17640	9122.8	20352	17695	13972	20150	0	66542000	12486000
A8K9D2;Q9H0U6	A8K9D2;Q9H0U6	"39S ribosomal protein L18, mitochondrial"	MRPL18	25805	14402	0	15194	15598	11447	22414	24215	47616	30995	178930	52363	119270	112080	116230	37144	230010	104720	67610	138610	33557	30371	36192	45833	30317	31178	31993	43869	31430	31361	32775000	298520000	59136000
A8K5D5;P49406;B4DIG4;S4R3W9;A0A0A0MRF4;S4R455;H7C2J0	A8K5D5;P49406;B4DIG4;S4R3W9;A0A0A0MRF4	"39S ribosomal protein L19, mitochondrial"	MRPL19	309510	199440	129410	181040	144650	94342	309660	281100	292130	231920	530900	324970	316650	506770	420860	247650	409530	377420	281280	424280	448000	294120	330930	376660	296420	246960	330390	494910	424640	315950	222330000	542810000	264450000
Q5T653;C9IY40;B4DVE2;A0A024RD44	Q5T653;C9IY40;B4DVE2	"39S ribosomal protein L2, mitochondrial"	MRPL2	44108	78665	30548	46678	36879	38969	69437	70319	66313	62523	534440	579650	416690	443500	445940	345340	714520	637520	480000	841120	160890	142580	167830	170600	128730	117590	82604	207740	129820	156350	61987000	265370000	118630000
Q9BYC9;I3L2X1	Q9BYC9	"39S ribosomal protein L20, mitochondrial"	MRPL20	271790	142080	67914	81769	48756	56762	157580	206470	182680	250830	1565600	1219700	1292000	1505400	1308100	851980	1293200	1369700	1082000	1457000	497590	550260	387220	701180	620310	431380	486010	433480	375110	799520	26668000	244920000	182800000
Q7Z2W9;A0A024R5G7;B4DXI4;F5H7V8;H3BUY0	Q7Z2W9;A0A024R5G7;B4DXI4;F5H7V8;H3BUY0	"39S ribosomal protein L21, mitochondrial"	MRPL21	145270	104090	54717	68758	61199	36680	134730	117020	123270	154650	376950	252250	265650	277910	299440	105880	274260	362410	174590	405030	585320	478660	460440	488020	619820	414770	423520	530220	460670	541190	64569000	297810000	194810000
J3KQY1;E7ESL0;Q9NWU5	J3KQY1;E7ESL0;Q9NWU5	"39S ribosomal protein L22, mitochondrial"	MRPL22	308420	204340	130080	170930	135270	115810	231130	307150	300270	232710	294690	168820	190630	259410	221890	151440	237700	239370	121850	215940	177870	182690	139990	158580	149870	90331	106790	191660	145380	125310	118290000	201880000	130800000
H7C2P7;B2R9J4;A0A024RCB2;A6NJD9;A8MVT4;A8MYK1;Q16540	H7C2P7;B2R9J4;A0A024RCB2;A6NJD9;A8MVT4;A8MYK1;Q16540	"39S ribosomal protein L23, mitochondrial"	MRPL23	80047	55048	20871	36868	34645	23817	67550	59587	81387	72719	65417	60993	69310	40722	45732	27016	54037	70860	27052	54246	13595	26507	6067	25878	25935	23515	14420	15782	19709	15795	26614000	88259000	34005000
Q96A35;X6RJ73;X6RHI2	Q96A35	"39S ribosomal protein L24, mitochondrial"	MRPL24	429080	335240	229350	264570	223990	139600	415760	377960	490560	343350	897610	541450	546150	713670	670800	441340	631330	581830	410300	718030	173490	94635	141810	108320	110760	131570	105840	133830	125990	120170	90289000	315000000	126950000
Q9P0M9;D6RAN8;H7C5U8;D6RE11;B3KN43	Q9P0M9;D6RAN8;H7C5U8	"39S ribosomal protein L27, mitochondrial"	MRPL27	560150	457610	287120	371720	311410	275010	513420	564940	391600	410310	627690	343850	401260	524800	421850	303560	389040	480970	287240	437670	37813	38672	29203	76367	42322	28256	40501	52116	68501	38886	153400000	88156000	7962300
Q13084;A2IDC6;Q4TT37;A2IDC7;Q6FHK1	Q13084;A2IDC6;Q4TT37;A2IDC7	"39S ribosomal protein L28, mitochondrial"	MRPL28	59312	58892	16116	49803	29869	29148	55282	67731	61271	61911	1052400	991210	1030600	1180900	962820	765100	1109200	1084400	874710	1108300	367460	391210	345020	403760	527980	313040	420520	313780	262330	556340	22569000	420710000	140360000
H0Y9G6;E7ETU7;B4DKM0;P09001;E9PF06;D6RC14;B4DW56;Q96Q75	H0Y9G6;E7ETU7;B4DKM0;P09001;E9PF06;D6RC14;B4DW56	"39S ribosomal protein L3, mitochondrial"	MRPL3	443560	422710	198730	310030	265730	166440	366350	401860	453710	414000	802300	491670	442160	471830	529250	232350	443280	663850	405640	576150	762900	461260	541810	572930	357010	356480	397950	509670	571830	477710	155500000	199840000	105800000
Q8TCC3;B8ZZV5	Q8TCC3;B8ZZV5	"39S ribosomal protein L30, mitochondrial"	MRPL30	269010	180800	92447	132670	81678	84736	150540	215560	274790	214990	1857400	1267700	1456300	1771800	1354400	1103900	1541000	1557700	969750	1778500	798900	715580	804300	979800	725980	530450	667040	747470	649520	768050	25516000	281720000	153850000
A4D1V4;Q9BYC8	A4D1V4;Q9BYC8	"39S ribosomal protein L32, mitochondrial"	MRPL32	101000	65201	36535	51487	36744	21130	58372	86860	84465	80130	5546	0	0	0	2935.3	4727	7849.4	2354.5	0	6827.2	78835	26498	34616	38152	44082	36207	36376	53070	36950	60657	25097000	20312000	37899000
Q9BZE1;S4R369	Q9BZE1;S4R369	"39S ribosomal protein L37, mitochondrial"	MRPL37	299810	197030	147890	177480	154040	98518	286880	274320	264950	244100	1125700	915450	947530	1145600	829340	599170	993550	978380	556100	1050000	310760	196600	236150	241670	233200	209410	200090	284130	230740	249700	150440000	2800200000	215510000
B2R894;Q96DV4	B2R894;Q96DV4	"39S ribosomal protein L38, mitochondrial"	MRPL38	17072	9838.8	6808.9	11381	13483	4710.4	26412	20007	19047	17514	391110	334310	304860	387880	340010	134090	250820	358310	203100	370340	182100	139540	147660	163150	182360	132210	139630	155400	134090	181170	25766000	152200000	106400000
Q9NYK5;C9JG87	Q9NYK5;C9JG87	"39S ribosomal protein L39, mitochondrial"	MRPL39	509690	363970	211970	307080	266370	192040	540820	459120	572660	443920	687670	456510	423900	651990	496550	384330	503030	566280	418380	553100	835810	727320	696180	882590	634550	481740	413380	858600	738290	407370	172080000	451270000	198430000
